restaurant_id,title,city_clean,lat,lng,rating_final,has_rating,reviewsCount,n_reviews_with_text,has_text,reviews_text_combined
Café Phoenix_18.10413_-15.99223,Café Phoenix,Nouakchott,18.1041288,-15.9922304,4.7,True,44,8,True,"MASTER CLASS Lunch spot. The food was incredible and the staff delightful. The owners are committed to deliver uncompromised quality at the right price, using the highest quality ingredients. Definitely the only lunch spot in NKC that reminds me of the flavors my palette is used back home in Atlanta! Thank You! . Always a great time there. The dishes are all very good, I go there without hesitation. The service is very good, the staff is pleasant and the choice of dishes is varied. I really like the Pepito sandwich. The prices are affordable. Unfortunately, it's not open in the evening, so it's a shame. . Excellent sandwiches. . Pani bottle . Nothing to say, tasty and professional service. I strongly recommend it for the people staying in Nouakchott ! They even got me free food when they mistook my order for another one. It was a nice act of apologising which I can't forget. Thank you ! . I highly recommend. The food is delicious especially the beef shawarma, the hamburgers, and the pepito, the restaurant is very clean and the service is excellent. . Only . Aaaahhh sacred phoenix, The couple Raed and Rita, know how to put small dishes in big ones, quality, cleanliness, friendliness, air-conditioned. Go there with your eyes closed. THANKS."
Café l’endroit_18.11752_-15.99233,Café l’endroit,Nouakchott,18.1175239,-15.992334,4.3,True,21,7,True,"This is an excellent restaurant with good food, however the atmosphere is bad and it takes too long to finish. . Very quiet . Great the food is very delicious ⭐️ . I tried maru and whale and it was very normal . Oh God, feed us with the food of the people of Paradise . A very good restaurant that attracts all segments of society. In the morning, there are employees and university students. In the evening, young people come to play in the billiard hall, watch the matches, listen to music, and enjoy a shisha and delicious coffee. For your information, the restaurant is open 24 hours, 7 days a week, and this is the only one in the Zeina Santra Meter area that is open 24 hours. . As a traveler who rented an apartment very close to this restaurant, I went several times to eat and drink coffee or fresh fruit juice. I thank the staff for their availability and the quality of the meals."
Chez josephine_18.10085_-15.9742,Chez josephine,Nouakchott,18.1008526,-15.974199,4.5,True,2,2,True,"Well, it’s an institution, unique with some “interesting” offerings Europeans enjoy with their meals. . Very good food, quite friendly atmosphere, it's a good place for a dinner with lovers or even friends"
مطعم المغاربة_18.10022_-15.98111,مطعم المغاربة,Nouakchott,18.1002211,-15.9811144,4.5,True,4,2,True,"Authentic Moroccan dishes . She is awesome and generous,"
Havana Grill_18.07354_-15.95823,Havana Grill,Nouakchott,18.0735411,-15.9582339,4.1,True,9,3,True,"Nice atmosphere, quality menu! a downside for the gratin dauphinois. I still liked the virgin mojito, the spring rolls, the warm goat cheese salad and the French toast! I highly recommend. . good . The location on Maps isn't correct. It redirects us to another neighborhood, but the restaurant is located in Tevragh Zeina, on the same street as the Bini Bini fast food restaurant. The setting is beautiful and calm, with a great atmosphere and good service. The food is still priced higher than the market price, but the quality is lower. However, the cocktails are great! A great place for a late-afternoon group outing for a drink"
The Hummingbird Restaurant_18.09281_-15.99083,The Hummingbird Restaurant,Nouakchott,18.0928066,-15.9908293,3.9,True,77,5,True,"Wonderful French restaurant, good food , good life . Last visit to the restaurant, a horror! I have breakfast and beforehand I had seen its composition. Already someone brings me a bottle of water with a damaged cap. I made the remark and the waitress was drunk to come back and get me another bottle. When I arrived there was no warm welcome and one of the waitresses only had eyes for her phone behind the bar... They don't bring me any butter, or any venison without explanation. I get up to understand, they tell me “we can bring you some butter” no! It's not what I want, it's included in the formula... And as for venoisseries, I'm told that during Ramadan there aren't any. Explanation not clear at all. I point out to the waitress her unprofessional behavior, zero communication with the customer, I speak to her and she seems borderline casual, her tone rises a little. I'm on the terrace and it was horrible. Too many flies and mosquitoes and no provisions in the restaurant to improve my comfort. I purposely didn't say anything and well, my comfort wasn't their problem. They bring me an omelette, an orange cake (I hadn't asked for this extra cake), with honey and labé not included in the formula but the same zero explanation. The fruit salad was not fresh, the fruit was a little stale and there was a lot of water at the bottom of the dome When paying, big disappointment from the manager with whom I had to communicate several times during my previous visits to the restaurant. Zero commercial gesture, I paid full price for a formula I ate half. She just said ""I'm sorry"" and to top it off, when she left, she called me back to promote the restaurant's social networks. What a huge clumsiness Ps: I waited a few days before posting this message to find out if the restaurant would contact me to make up for it, but NOTHING. You just lost a regular. In a month of being in the city, this bad experience was my 3rd visit and therefore my last at the Colibri. Ps 2: I have just received from a friend, your flyer for your special menu with Asian flavors for Thursday, April 3 . Delicious food, friendly staff, in a peaceful location. . A distinctive restaurant and café with great services and good treatment . Very good food and atmosphere!"
Tafarit Restaurant_18.10271_-15.98719,Tafarit Restaurant,Nouakchott,18.1027117,-15.9871945,4.1,True,266,6,True,"Wonderful seafood restaurant, thanks team . One of the best sea food restaurants . Great seafood. Grilled fish and other seafood were so delicious that I went to Tafarit restaurant every evening. I didn't try the meat products but I think they were also delicious. It's definitely a flavor center that I only go to. No WiFi. No credit cards. I noticed some changes during my May 31 visit. First of all, and unfortunately, the quality of the food has dropped a lot. Although I didn't order jumbo shrimp (Gambas), they brought small shrimp. The chef is very important in seafood restaurants. I don't know if the chef who does the grilling has changed. I hope the restaurant returns to its old days. . Good . This restaurant was located not far from our hotel accommodation so we went here with my colleagues for dinner. At 19:00 the place is not very crowded as the locals prefer to dine later. Menu is in French and Arabic so we were bit stragling with translation but our waiter could speak Spanish so we managed to place order...Food arrived in good time and we were pleased with our choices of fishes, most of us ordered octopus witch was fresh and tasted so delicious.. portions were fair my colleague even could not finish her meal so they prepared take away from it...we payed cash, the prices were higher then expected but overall nice experience and we can only recommend for those who like fish and seafood dishes. . The lady manager is so rude and unprofessional."
Restaurant Le Terminus_18.09368_-15.97905,Restaurant Le Terminus,Nouakchott,18.0936781,-15.9790476,4.8,True,5,3,True,"The setting was quiet and pleasant, perfect for a relaxed meal . I ADORE . From the outside this looks like a normal restaurant with pizza and sandwiches. But it holds so much more. It is one of the hangouts for literary and journalist types. There is often a gaggle of them sitting on the porch fight about religion or politics. The daily special is also usually really good and costs 800-1500. The owner will probably serve you and he seams to speak all languages."
(Restaurant) Le Palais_18.10951_-15.98104,(Restaurant) Le Palais,Nouakchott,18.1095138,-15.9810437,3.4,True,7,0,False,
Chez Ivoiryen_18.09266_-15.98025,Chez Ivoiryen,Nouakchott,18.0926565,-15.9802544,3.9,True,14,7,True,"Fresh and well seasoned fish in the middle of Nouakchott. Thanks! . African cuisine, especially Ivorian style. . Chez Ivoiryen is a very good Ivorian restaurant in the heart of Nouakchott. If you're looking for Ivorian food, I recommend this restaurant, which offers very high-quality dishes. The setting is also pleasant, and the staff is professional and helpful. I love their fish, athiéké, and alokos. The price/quality ratio is also very good. . Good value for money. Chicken/fish meal with juice served with a smile in a quiet atmosphere . Good quality Ivorian meal . Biennnnnn ! . Not bad"
RESTAURANT CHEZ FATMA_18.09422_-15.98027,RESTAURANT CHEZ FATMA,Nouakchott,18.0942208,-15.9802727,4.3,True,3,2,True,"A very classic restaurant . A beautiful restaurant, located in a quiet and beautiful area. It offers its customers various meals, juices, and drinks. It also serves tea and coffee, and sometimes offers its customers calm music in order to refresh the atmosphere and extinguish the charming atmosphere. Several famous restaurants and cafes are located not far from it, such as Tunis Coffee and Minata Coffee. It is also located not far from the famous Le Prince bakery, and this location makes it strategic."
Chicken time_18.10513_-15.98296,Chicken time,Nouakchott,18.1051291,-15.9829631,4.4,True,16,2,True,34205914 . It was completed
Attazaj Restaurant_18.10761_-15.97903,Attazaj Restaurant,Nouakchott,18.1076147,-15.9790286,3.6,True,28,3,True,"Al Tazaj Restaurant is a very beautiful restaurant with very, very delicious meals . Respectable and strategic restaurant . The service is bad, the workers are not clean, they shout at customers, and they quarrel with any customer who is in a hurry, but to be honest, the restaurant’s decor is good and the food is not too bad."
Restaurant Fatima Zahra_18.11365_-15.95324,Restaurant Fatima Zahra,Nouakchott,18.1136533,-15.9532396,3.9,True,8,2,True,Beautiful and quiet . Because I love
Dar Lkbira_18.1017_-15.98093,Dar Lkbira,Nouakchott,18.1016997,-15.9809327,4.1,True,9,3,True,"Beautiful shaded outdoor seating area. Delicious breakfast with homemade yogurt and fresh squeezed juice. Large amounts of food. Staff was very kind. I will be going back soon! Update: We went back for a Friday couscous. Again, food was delicious and authentically Moroccan! However, we were shocked at how expensive the main dish was. We were not offered a menu or any options, so it was a surprise. I would recommend asking for the price before ordering. . Great place, great food . Very good food, nice surroundings."
مطعم ومقهى ماكدوريم_18.10756_-15.97573,مطعم ومقهى ماكدوريم,Nouakchott,18.1075599,-15.9757321,2.0,True,4,1,True,The restaurant has left this place and it has become a pharmacy
MJKTRAITEUR_18.09374_-15.96782,MJKTRAITEUR,Unknown,18.0937396,-15.9678197,,False,0,0,False,
CREP'HOUSE_18.10836_-15.9807,CREP'HOUSE,Nouakchott,18.1083631,-15.9806991,3.5,True,32,4,True,King OF Victoria . Not bad . Reasonable restaurant . good
Restaurant khalidou_18.12342_-15.94568,Restaurant khalidou,Nouakchott,18.1234189,-15.9456826,,False,0,0,False,
RESTAURANT KHEwEUL SOPE SERIGNE FAULOU_18.0912_-15.9863,RESTAURANT KHEwEUL SOPE SERIGNE FAULOU,Nouakchott,18.0912006,-15.9863,3.0,True,4,3,True,"Their food culture is very different, but it is better than most places. . It's cool . very good"
restaurant bijou مطعم جوهرة_18.0931_-15.94607,restaurant bijou مطعم جوهرة,Nouakchott,18.0930978,-15.9460733,1.0,True,1,0,False,
MiFiTT Institute_18.09176_-15.97817,MiFiTT Institute,Nouakchott,18.0917611,-15.9781673,3.3,True,4,1,True,Awesome
Salsa_18.07329_-15.89188,Salsa,Nouakchott,18.0732913,-15.8918825,3.0,True,1,1,True,Restaurant with Mexican specialties run by a fan of spicy cuisine
مطعم اللؤلؤة - سيتي سانتر/ The Pearl Restaurant - City Center_18.09859_-15.97574,مطعم اللؤلؤة - سيتي سانتر/ The Pearl Restaurant - City Center,Nouakchott,18.0985868,-15.9757389,1.0,True,1,0,False,
مطعم سنابل الخير_18.11674_-15.93838,مطعم سنابل الخير,Nouakchott,18.116739,-15.9383766,,False,0,0,False,
"Pakistani hotel, restaurant and cafe_18.07354_-15.95823","Pakistani hotel, restaurant and cafe",Nouakchott,18.0735411,-15.9582339,1.0,True,1,0,False,
مطعم زينة_18.09711_-15.97599,مطعم زينة,Nouakchott,18.0971106,-15.9759902,,False,0,0,False,
Cafeteria Taybe_18.08698_-15.97867,Cafeteria Taybe,Nouakchott,18.0869775,-15.9786712,4.0,True,6,3,True,"Extraordinary good . Excellent cafeteria, good services, nice workers and reasonable prices . Nice and clean place"
restaurant galaxyy_18.07743_-15.95829,restaurant galaxyy,Nouakchott,18.0774305,-15.9582942,,False,0,0,False,
Restaurant badji_18.07329_-15.95815,Restaurant badji,Nouakchott,18.0732886,-15.9581546,,False,0,0,False,
bini bini chocolat DRIVE THRU_18.10839_-15.98091,bini bini chocolat DRIVE THRU,Nouakchott,18.1083937,-15.9809076,4.3,True,11,6,True,"The restaurant is the best restaurant I have ever eaten in my life . Not bad. . Good restaurant, good service, and good staff. I was happy to deal with them. . Good services plus good qualities. I adore . I like it but it takes a little long . Good"
Abdallah Elhousseiny_18.11978_-15.93951,Abdallah Elhousseiny,Nouakchott,18.1197835,-15.9395118,,False,0,0,False,
Restaurant best Commande traiteur_18.11856_-15.97454,Restaurant best Commande traiteur,Nouakchott,18.1185636,-15.9745442,,False,0,0,False,
Restaurant Halima_18.07156_-15.97115,Restaurant Halima,Nouakchott,18.0715606,-15.9711495,,False,0,0,False,
Restaurant spécialités westaf_18.10647_-15.97849,Restaurant spécialités westaf,Nouakchott,18.1064662,-15.9784914,,False,0,0,False,
Restaurant Haby_18.10408_-15.97862,Restaurant Haby,Nouakchott,18.1040776,-15.9786169,,False,0,0,False,
RESTAURANT DANA مطعم وكافيه دانا_18.08967_-15.97827,RESTAURANT DANA مطعم وكافيه دانا,Nouakchott,18.0896721,-15.9782728,3.4,True,5,4,True,Very chic . three bein . Great place . Quiet and beautiful restaurant and cafe
مطعم السينغال_18.11236_-15.97566,مطعم السينغال,Nouakchott,18.1123564,-15.9756564,2.0,True,1,0,False,
mashawi box_18.12391_-15.98301,mashawi box,Unknown,18.1239134,-15.9830089,3.3,True,4,3,True,The best restaurant in sahrawi next to sahrawi market . Good for late night . Very good
Restaurant L' Americain_18.0735_-15.95824,Restaurant L' Americain,Nouakchott,18.0735046,-15.9582443,,False,0,0,False,
Restaurant Lima Délices_18.09399_-15.97568,Restaurant Lima Délices,Nouakchott,18.0939921,-15.9756775,,False,0,0,False,
مطعم المائدة_18.06927_-15.94921,مطعم المائدة,Nouakchott,18.0692696,-15.9492108,2.2,True,5,1,True,I think it's time to close it
Restaurant Al Madina Dhaka_18.12004_-15.94457,Restaurant Al Madina Dhaka,Nouakchott,18.1200384,-15.9445681,3.4,True,8,6,True,Dr. Tariq . middle . Carrefour stsmar . Loved the pasta. Good service. . A restaurant that provides good meals such as chicken shawarma and hamburgers. It is more active in the evening than in the morning. . Place very popular with young people. It offers you Bangal dishes and African dishes. He makes sandwiches and pizzas and other various dishes.
African Restaurant_18.09136_-15.98562,African Restaurant,Nouakchott,18.0913614,-15.9856208,4.0,True,6,4,True,Perfect . Good restaurant..welcoming and very generous staff...many thanks to you . Bad restaurant . I'm sure your food is delicious
Restaurant Plaza - مطعم ابلازا_18.06781_-15.89998,Restaurant Plaza - مطعم ابلازا,Nouakchott,18.067814,-15.8999794,3.4,True,7,5,True,High delivery service fee . The service is bad . good . Excellent . Good and sometimes free delivery is their problem unless it is fixed sometimes good and sometimes bad food in general a good restaurant
Carol’s_18.09662_-15.97823,Carol’s,Nouakchott,18.0966217,-15.9782293,,False,0,0,False,
مقهي و مطعم البهجة منارة مراكش CAFE RESTAURANT EL BAHJA MENARA MARRAKECH_18.09221_-15.97967,مقهي و مطعم البهجة منارة مراكش CAFE RESTAURANT EL BAHJA MENARA MARRAKECH,Nouakchott,18.092213,-15.9796702,3.7,True,9,5,True,"A café named after a historic city that holds significance for all Moroccans needs an artistic touch. Services are acceptable, but the quality of the dishes and drinks served to customers does not meet our expectations. The quality of Moroccan dishes and pastries needs to be improved. . Very bad restaurant . good . Thank God for the place. It was a wonderful breakfast there . A beautiful and clean place, a professional and spontaneous reception, but the food is unsuccessful and does not live up to the description that is presented as Moroccan or Marrakesh in particular. The Moroccan taste is not present in the tagine, and the art of grilling is absent by choosing the appropriate meat. Thank you. Please review the suggested dishes. Good luck"
Restaurant ALTaJ_18.09028_-15.97649,Restaurant ALTaJ,Nouakchott,18.0902763,-15.9764874,3.0,True,7,4,True,One of the worst restaurants I have eaten in. The workers are racist and treat them like tar . I have never eaten in it . Great location . A popular restaurant with great demand and reasonable prices
مطعم أحباب النبي -Restaurant sop Nabi_18.11853_-15.97464,مطعم أحباب النبي -Restaurant sop Nabi,Nouakchott,18.1185343,-15.9746378,3.0,True,2,2,True,Not to bad . never mind
Restaurant ،Domino's_18.07468_-15.94815,Restaurant ،Domino's,Nouakchott,18.0746766,-15.9481543,3.4,True,45,3,True,Beautiful restaurant . It's all rubbish and bad service . Seems clean.
Restaurant Elzhar_18.07409_-15.94596,Restaurant Elzhar,Nouakchott,18.0740927,-15.9459596,3.4,True,63,3,True,"I liked the dishes that resemble alternative dishes for plant-based foods. There are many delicious and healthy plant-based alternatives. Here are five of them: 1. **Tofu**: Made from condensed soy milk, it's a good substitute for animal proteins in many dishes. 2. **Tempeh**: Made from fermented soybeans, it has a strong flavor and a wonderful texture that can be used in frying or grilling. 3. **Vegan Burgers**: Made from vegetables, grains, and beans, they offer a delicious alternative to traditional burgers. 4. **Plant-Based Milk**: These include almond, oat, and rice milks, and are excellent alternatives to cow's milk. 5. **Cashew Cheese**: Made from cashews, it gives a distinctive flavor and a wonderful creamy texture that's great for cooking or as a topping for baked goods. . The food really changed my life. The was the crispy bread sunk around my teeth was something else. Big elzhar himself even made an appearance and was happy to sign all my memorabilia. 5/5 my life’s been changed forever. . Henchmen 33 36 03 58"
Sam Restaurant فندق سام_18.10798_-15.98603,Sam Restaurant فندق سام,Nouakchott,18.1079767,-15.9860255,4.0,True,3,2,True,He makes the best fried chicken in NKC!!! The fried chicken with the special sauces are super delicious!!! Highly recommended! . The food is delicious
Restaurant Ivoirien Poisson Braise_18.09527_-15.97836,Restaurant Ivoirien Poisson Braise,Nouakchott,18.095265,-15.9783553,3.7,True,3,2,True,Doro the smart delivery server 33360358 . I recommend the grilled fish
مطعم لا بست RESTAURANT LA PISTE_18.0975_-15.94853,مطعم لا بست RESTAURANT LA PISTE,Nouakchott,18.0974992,-15.9485314,3.3,True,6,2,True,It's okay . good restaurant
Restaurant Yasmine Al Sham_18.12134_-15.93524,Restaurant Yasmine Al Sham,Nouakchott,18.1213375,-15.9352368,3.9,True,41,3,True,"It's great . I tried eating tacos from this restaurant, and the service was generally good and the meal was very good . very good"
مطعم سوريا لكصر_18.11321_-15.94983,مطعم سوريا لكصر,Nouakchott,18.1132096,-15.9498267,3.8,True,17,3,True,"It's good . Clean restaurant, God willing . very good"
منتزه المطار_18.09301_-15.94639,منتزه المطار,Nouakchott,18.0930117,-15.9463897,3.0,True,14,6,True,"A distinguished place for psychological relaxation at night, serving its visitors daily in a natural desert night atmosphere, with good Mauritanian dishes and meals. . Good and comfortable wilderness park . It's okay . excellent . Nice clean place, good services and affordable . Service is average but clean"
مطعم المغرب العربي_18.07403_-15.9477,مطعم المغرب العربي,Nouakchott,18.0740335,-15.9477027,3.6,True,68,4,True,Delicious . A very wonderful restaurant . Beautiful restaurant and has great meals . It is such a very good Restaurant
RESTAURANT ANNA مطعم آنا_18.07764_-15.93444,RESTAURANT ANNA مطعم آنا,Nouakchott,18.0776368,-15.9344412,4.0,True,6,2,True,amazing . IT'S A SMALL RESTAURANT BUT IT'S VERY GOOD
Chinguitty_18.08666_-15.97326,Chinguitty,Nouakchott,18.0866552,-15.9732569,4.0,True,4,3,True,"It's a long story short . How do I book first? . Bad value for money. Lamb curry should be avoided, it is made up of 60% bones and completely lacks flavor. The pizzas and sandwiches are also very average."
RESTAURANT SNAPPY_18.06708_-15.94363,RESTAURANT SNAPPY,Nouakchott,18.067083,-15.9436311,3.9,True,48,2,True,Pretty . good
Ô Choix_18.10783_-15.97479,Ô Choix,Nouakchott,18.1078334,-15.974787,3.8,True,12,5,True,A distinguished restaurant with affordable prices . Best . Chicken Tacos . I don't have to pay 25 riyals . Tasty food
PRIM PRO Fishing_18.10747_-15.97498,PRIM PRO Fishing,Nouakchott,18.1074657,-15.9749844,5.0,True,2,0,False,
KFC Mauritania Restaurant_18.10688_-15.98934,KFC Mauritania Restaurant,Nouakchott,18.106884,-15.9893358,3.8,True,44,6,True,"Maynva3 lat jouh Don't come, it's not nice, it's terrible . The only KFC in Mauritania . Nice welcoming staff, but sadly, the chicken arrived cold. I wouldn't come back. . Good restaurant, he needs to work more on modifying the restaurant inside and making another floor 8/10️ . This isn't real KFC. . Drinks (coca cola) are compulsory Sauces are also required (ketchups and hot sauce) Too bad otherwise the chicken is good"
Restaurant El Qouds مطعم القدس_18.08962_-15.97892,Restaurant El Qouds مطعم القدس,Nouakchott,18.0896215,-15.9789165,3.6,True,37,4,True,"An old one . Very nice place, relaxing, and great food! I recommend it, I always go back when I come to Nouakchott. Good prices and very nice and hospitable owners!!! Top! . The service is not bad but the food is not ok . . Can only echo previous commenters: very nice place, owner speaks English (for those struggling with French), good food for a good price, friendly atmosphere, seems to be open very late"
Adalya Restaurant - Café_18.10754_-15.97905,Adalya Restaurant - Café,Nouakchott,18.1075375,-15.9790469,3.1,True,13,4,True,"A poor, respectable place that expelled Ann and my friends . Comfortable and good coffee. I rate it five out of five. The services were good, and the prices were not exaggerated. We thank those responsible for it and wish them success. . Pro with hookah at a lower price Expensive and not as good dish . The worst service and the worst way, it's as if you're asking for alms from them"
مطعم جامبور - restaurant djambour_18.1145_-15.96413,مطعم جامبور - restaurant djambour,Nouakchott,18.1144992,-15.9641284,4.3,True,6,1,True,excellent
مطعم المطار_18.07862_-15.95479,مطعم المطار,Nouakchott,18.0786154,-15.9547933,3.7,True,23,3,True,"A restaurant with bad service and food, and I do not recommend visiting it . One of the most beautiful restaurants with the cheapest prices . Very very bad I do not recommend it"
Istanbul Restaurant_18.10366_-15.97969,Istanbul Restaurant,Nouakchott,18.1036571,-15.979691,3.9,True,11,7,True,"The restaurant is distinguished by the quality of its cooking, especially the grills . Great restaurant . Beautiful . This restaurant is closed as I want there two weeks ago and no life seems in the place. . Rice tasteless with expensive price. Humus could be good option . Decent food for takeout . Good"
Top Fresh_18.10212_-15.97542,Top Fresh,Nouakchott,18.1021197,-15.9754208,3.5,True,71,5,True,"I’ve never been there but I always get delivery from them and it tastes great. I really recommend them. . The prices are very reasonable and the food quality good. I don't know anyone who had issues after eating here, unlike some other restaurants in town. I highly recommend for a quick meal. . One of the worst restaurants in Mauritania, Tasteless food, tastes so bad, it's not even worth trying . The sandwich is expensive and not useful . Their chicken sandwich is very delicious, I recommend the restaurant's chicken in general."
مطعم حواء_18.09289_-15.97884,مطعم حواء,Nouakchott,18.092886,-15.9788367,4.0,True,1,0,False,
Mogador Café & Restaurant_18.10077_-15.98058,Mogador Café & Restaurant,Nouakchott,18.1007665,-15.9805807,3.9,True,10,5,True,"Excellent service and good food Unfortunately, most of his customers are Moroccans . Great . Pleasant service, beautiful flowered terrace . The best place where a calm and quiet atmosphere reigns . Meeting friends"
Restaurant zaytouna_18.10988_-15.97866,Restaurant zaytouna,Nouakchott,18.1098755,-15.9786561,5.0,True,1,1,True,"A clean fast food restaurant. I will go again and taste different flavors, God willing."
Pakistani Hotel_18.07907_-15.98251,Pakistani Hotel,Nouakchott,18.0790697,-15.9825063,5.0,True,1,0,False,
Restaurant Akwaba Service_18.10088_-15.98399,Restaurant Akwaba Service,Nouakchott,18.1008757,-15.9839856,5.0,True,1,0,False,
مطعم السفير للوجبات اليمنية Al SAFEER RESTAURANT_18.11258_-15.99086,مطعم السفير للوجبات اليمنية Al SAFEER RESTAURANT,Nouakchott,18.1125845,-15.99086,4.4,True,9,2,True,"The food is delicious and good . The people are good and the food is good, God willing."
Taf-Taf_18.11613_-15.97872,Taf-Taf,Nouakchott,18.1161349,-15.9787244,5.0,True,4,1,True,The best
Top Chef_18.11168_-15.98093,Top Chef,Nouakchott,18.1116833,-15.9809329,5.0,True,2,0,False,
Restaurant Le Prince_18.09092_-15.98044,Restaurant Le Prince,Nouakchott,18.0909231,-15.9804407,3.8,True,53,3,True,good . Huge portions. A menu is enough for 2. Fast service . Good services
Yoyo Restaurant_18.09542_-15.97893,Yoyo Restaurant,Nouakchott,18.0954169,-15.978926,4.2,True,40,6,True,"Delicious mafe and chicken with tomatoes! One of the best places in Nouakchott . The foutou is so good, nothing to say . Plat 5/5 Service 4/5 Proprety 5/5 . Very good experience in this restaurant which doesn't look like much on the outside but whose food is excellent: grilled fish, grilled chicken, stew... All this served with delicious bissap or ginger drinks. No health problems. And unbeatable value for money! We're coming back! . Best athieké you can find in Nouakchott. Only problem is the place need be upgraded. . I do not recommend...reheated meal from the day before"
Appetizer_18.11027_-15.98207,Appetizer,Nouakchott,18.1102685,-15.9820733,3.7,True,97,3,True,"At 1 pm they still don’t serve lunch only breakfast. The brunch cost about $15, with an omelette, sausage, profiteroles, pastries, quite a lot of food. The a/c underperforms a bit and service a bit below par. But its not bad if you want a late breakfast. No idea what the dinner food is like . Food is good, but they charge 50mru for 1 small bottle of water . A5 comment burger viande spicy b 1800 whiye s9ayre w7arra wamahi zeyne. A7le mnhe frite allah le 500 akthar minhe se7ouli ngoulkoum 3an 63amkoum 5amer 7asha 63am ."
Le Jardin_18.10219_-15.978,Le Jardin,Nouakchott,18.1021923,-15.9779978,5.0,True,3,2,True,Good . Excellent place
Méchoui royal_18.10397_-15.9825,Méchoui royal,Nouakchott,18.1039659,-15.982495,4.9,True,17,5,True,"Delicious . It's the best in all the country . The food is excellent, high quality. . Excellent quality . Gorgeous"
Ama_18.08468_-15.95618,Ama,Nouakchott,18.0846774,-15.9561821,5.0,True,1,0,False,
Saveurs D'Italie_18.10415_-15.98165,Saveurs D'Italie,Nouakchott,18.1041527,-15.9816464,4.2,True,53,5,True,"It was closed . It was crowded . However, I had very good feedback. So I decide to test, to take their sweet treats for the month of Ramadan. Not many people and the 2 waitresses seemed overwhelmed. A customer gets angry and leaves. In my turn, I choose my products and when I break up, I am very disappointed. It was very salty, the brick sheets too soaked in oil, the cheese croquettes too disgusting due to the excess salt. Apart from the 2 slices of pizza, the Lotus cheesecake, the bricks and the croquettes ended up in the trash . too expensive and the dishes are not good! . the pizzas are the best in Nouakchott. You have to try the tiramisu too."
San Francisco_18.10084_-15.98536,San Francisco,Nouakchott,18.1008381,-15.9853604,4.2,True,59,5,True,"Visitors smoke a lot and it harms others. . It was a nice experience, everyone was attentive and kind. . Western food restaurant. Good and clean environment. Delicious food, but nothing impressive and with prices above average. I wouldn't repeat. . Service is too slow. Servers are lazy: you can wait 20 minutes without anyone taking your order, and yet they're chatting behind the counter. Average quality. . very nice place"
Family_18.1161_-15.97663,Family,Nouakchott,18.1160957,-15.9766251,4.8,True,8,4,True,"Good food , one of best arabian pies in the city! The owner and the staff are kind and respectful , clam atmosphere . I really recommend ""Fatira meat"". . Very fast . excellent"
RESTAURANT- CAFE MENATA_18.09351_-15.97857,RESTAURANT- CAFE MENATA,Nouakchott,18.0935123,-15.9785688,4.5,True,6,1,True,"Beautiful, quiet coffee and attractive place"
Restaurant 16_18.11533_-15.92093,Restaurant 16,Nouakchott,18.1153309,-15.9209285,3.2,True,5,0,False,
YOUPI Restaurant_18.09735_-15.97715,YOUPI Restaurant,Nouakchott,18.0973465,-15.977147,4.0,True,11,2,True,Good session. Didn't try the food but the workers were respectful and good service . Nice restaurant in downtown Nouakchott. The decoration and setting is magnificent. I find that it is a restaurant more suitable for dining with friends or family. The kitchen is well done. I particularly appreciated the natural juices which remain surprising for Nouakchott. The staff is dynamic and available. I recommend for a relaxing outing.
Restaurant Maya مطعم مايا_18.07483_-15.94872,Restaurant Maya مطعم مايا,Nouakchott,18.0748319,-15.9487233,4.5,True,4,1,True,"Good food Prices are above average, and the food takes a long time to prepare."
Restaurant 4 épices_18.12344_-15.97373,Restaurant 4 épices,Nouakchott,18.1234408,-15.9737318,4.3,True,3,0,False,
Sazelt Restaurant_18.12433_-15.97182,Sazelt Restaurant,Nouakchott,18.1243295,-15.9718172,3.8,True,16,6,True,"Cool . We came to watch a big game but they did not have seats for us. we watched part of the game while standing and we left. . He was born 3 years old and 3 years old and 3 years old and 3 years old and 3 years old . Failed restaurant, ridiculous prices and terrible food He said about Zain and Atin 5 stars who worked on it . 5 stars, Masha ALLAH . Cool"
Taquitos_18.10811_-15.97633,Taquitos,Nouakchott,18.1081096,-15.9763282,3.6,True,9,9,True,"A restaurant sells spoiled food and the owner is disrespectful. . The fast food restaurant has very good food. The owner of the restaurant is always around and does a very good job . The manager is comppppppplllliiiiiiqqqqquuué . Easy to park the vehicle . GOOD . Aaron Samara . Excellent restaurant despite sometimes waiting for delivery. I recommend you visit it and try its menu. . Excellent restaurant and great service ️ . Fantastic place for a good, tasty and simple food. I had a chicken wrap with chicken fresh from the grill. I washed that down with a cold Coca Cola. That was the highlight of my evening. The staff is friendly and smiling! Stop there for sure for a quick bite!"
مطعم مساحة_18.07529_-15.95042,مطعم مساحة,Nouakchott,18.0752908,-15.9504191,4.6,True,16,4,True,"God bless! The first of its kind! Delicious food, quiet location, and affordable prices. . The best restaurant and the best staff, God bless ️ . The food is real, the service is top-notch, and the book titles are valuable The most beautiful restaurant in Yahrak in Nouakchott . Nice, Mashallah, respectable restaurant"
